,MonthYear,Count,SumNumMentions,Actor2CountryCode
1167,201807,8,40,ESP
1168,201912,3,6,SWE
1169,201711,7,44,IRQ
1170,201806,6,21,CHE
1171,201904,4,7,LUX
1172,201811,10,117,AUT
1173,201705,3,10,AUT
1174,201712,2,11,NOR
1175,201905,3,22,SAU
1176,201504,1,5,NZL
1177,201908,2,8,NGA
1178,201709,8,28,HRV
1179,201910,2,20,ESP
1180,201812,6,22,WST
1181,201809,4,46,IRL
1182,201810,8,31,LTU
1183,201601,1,2,BLR
1184,201905,1,6,LVA
1185,201910,3,10,TJK
1186,201602,2,14,BRA
1187,202004,2,20,BEL
1188,202006,64,303,DEU
1189,202006,1,6,ARG
1190,202007,79,265,USA
1191,202007,1,20,SYR
1192,202008,2,20,WST
1193,201707,4,12,ESP
1194,201801,42,184,BEL
1195,201610,11,40,TUR
1196,201711,5,18,CHL
1197,201711,11,52,BEL
1198,201710,1,10,JOR
1199,201703,15,61,ESP
1200,201601,15,79,CZE
1201,201601,5,20,CHN
1202,201612,5,12,LVA
1203,201812,17,57,NLD
1204,201610,8,52,LVA
1205,201810,6,29,LUX
1206,201706,12,59,MKD
1207,201811,2,2,BGD
1208,201502,27,106,POL
1209,201904,95,280,POL
1210,201512,2,10,MLT
1211,201911,4,30,BEL
1212,201909,120,422,POL
1213,201707,2,3,AFG
1214,202012,7,38,RUS
1215,201904,3,10,CHE
1216,201701,2,2,NOR
1217,201801,1,10,MEX
1218,201806,7,45,NLD
1219,202012,1,2,EGY
1220,201706,13,47,SWE
1221,201908,11,36,HUN
1222,201907,31,93,DEU
1223,201907,3,4,BLR
1224,201705,6,28,CAN
1225,201806,6,40,PAN
1226,201612,3,18,PER
1227,201810,2,5,LKA
1228,201810,2,26,BRA
1229,201901,11,56,BRA
1230,202012,1,4,ALB
1231,201606,74,337,USA
1232,201909,2,4,GRC
1233,201808,7,23,FRA
1234,201606,22,105,BEL
1235,201812,1,10,IND
1236,202010,2,10,IDN
1237,201808,5,20,EST
1238,201608,1,3,BEL
1239,201909,3,10,EST
1240,201904,4,20,ESP
1241,202010,2,6,PAK
1242,201710,2,14,PSE
1243,201910,1,5,TGO
1244,201903,3,10,CHE
1245,201912,2,20,BHS
1246,202004,1,4,DMA
1247,202005,2,4,LUX
1248,202006,17,78,HRV
1249,202007,9,40,GRC
1250,202007,2,10,NLD
1251,201702,17,67,FRA
1252,201709,30,140,HUN
1253,201711,11,24,LTU
1254,201804,9,40,CZE
1255,201612,3,14,TUN
1256,201509,2,10,BDI
1257,201807,15,49,GBR
1258,201709,2,7,LBY
1259,201611,2,4,TUR
1260,201807,8,46,CHN
1261,201510,44,220,BGR
1262,201502,13,53,JPN
1263,201505,20,100,SYR
1264,201609,208,949,POL
1265,201511,3,22,SAU
1266,201503,15,84,DNK
1267,201603,4,6,CHE
1268,201707,3,14,MEX
1269,201809,39,284,EUR
1270,201705,15,116,MEX
1271,201612,6,15,SWE
1272,201601,3,10,CHL
1273,201811,2,10,LVA
1274,201708,18,121,WST
1275,201504,1,8,MKD
1276,201902,29,87,BEL
1277,202010,3,30,FRA
1278,201806,1,10,SYR
1279,201807,23,84,ISR
1280,201912,1,10,CUB
1281,201709,2,30,ARG
1282,202002,3,10,EST
1283,201804,2,4,CHE
1284,201902,3,20,VEN
1285,201708,3,20,HRV
1286,201608,1,10,PRT
1287,201603,1,10,SYR
1288,201612,3,10,SGP
1289,201905,5,16,SWE
1290,201705,2,30,MCO
1291,201507,2,20,DNK
