,MonthYear,Count,SumNumMentions,Actor2CountryCode
2618,201612,21,145,SWE
2619,201612,55,279,TUN
2620,201707,69,308,MEX
2621,201612,7,53,SGP
2622,201708,2,4,PSE
2623,201701,69,282,ITA
2624,201705,44,249,MEX
2625,201709,15,84,LBY
2626,201711,3,30,LTU
2627,201709,9,40,HUN
2628,201705,11,230,PRY
2629,201612,1,10,SLE
2630,201703,2,10,SYC
2631,201709,6,24,ARG
2632,201804,30,139,CHE
2633,201612,1,3,FJI
2634,201801,4,16,MYS
2635,201503,7,18,DOM
2636,201603,164,677,SYR
2637,201804,4,20,MDV
2638,201604,8,16,NMR
2639,201505,9,58,URY
2640,201805,7,18,PRK
2641,201602,64,185,ISR
2642,201502,22,103,JPN
2643,201503,23,80,DNK
2644,201603,17,45,CHE
2645,201705,3,11,MCO
2646,201507,16,72,SWE
2647,201512,2,10,RWA
2648,201708,2,10,TCD
2649,201510,18,97,BGR
2650,201804,12,58,CZE
2651,201712,8,36,MEX
2652,201710,1,20,AFG
2653,201706,4,30,CMR
2654,201512,48,275,ISR
2655,201707,22,74,IDN
2656,201504,3,12,PHL
2657,201807,420,1783,CHN
2658,201807,365,1451,GBR
2659,201609,1,5,TZA
2660,201505,10,36,SYR
2661,201602,4,20,SRB
2662,201811,19,57,EGY
2663,201811,8,43,SGP
2664,201907,8,26,SRB
2665,201812,31,91,TUR
2666,201908,2,2,SEN
2667,201508,2,4,MYS
2668,201507,7,32,DNK
2669,201809,12,31,ZWE
2670,201809,106,546,EUR
2671,201601,1,10,NZL
2672,201807,13,54,ISR
2673,201905,10,36,SWE
2674,201803,2,6,AGO
2675,201601,12,58,CHL
2676,201603,1,4,QAT
2677,201503,2,10,KHM
2678,202002,4,7,EST
2679,201503,1,8,DZA
2680,201608,1,3,PRT
2681,201811,3,14,SDN
2682,201601,1,10,ISL
2683,201806,32,113,SYR
2684,201810,2,18,DZA
2685,201902,61,263,BEL
2686,201902,4,23,LBN
2687,201902,35,163,VEN
2688,201901,4,22,ISL
2689,201512,2,12,NIC
2690,201904,2,10,MOZ
2691,201603,1,10,CRB
2692,201511,2,2,SAU
2693,202001,6,31,DOM
2694,201907,14,65,LUX
2695,202010,100,527,FRA
2696,201901,1,10,QAT
2697,201912,4,20,CUB
2698,202011,2,8,SRB
2699,201911,4,32,HRV
2700,202002,1,10,NAM
2701,201912,5,18,PSE
2702,201811,5,20,ZWE
2703,201504,1,10,MKD
2704,202004,313,1358,DEU
2705,201907,1914,12146,
2706,202007,7,25,IRN
2707,202008,2,10,KWT
2708,202006,1,10,MDV
2709,202008,4,24,NMR
2710,201908,546,2369,DEU
2711,201511,2972,19436,
2712,201702,42,204,CHE
2713,201702,48,296,SYR
2714,201702,2,60,HND
2715,201702,85,516,MEX
2716,201707,277,1127,POL
2717,201704,5,20,CZE
2718,201703,28,126,AFR
2719,201706,5,34,HUN
2720,201610,2,12,CYP
2721,201612,169,953,EUR
2722,201607,942,4021,DEU
2723,201705,15,114,YEM
2724,201610,10,20,NZL
2725,201703,2,15,MOZ
2726,201508,426,1612,GBR
2727,201805,1,2,YEM
2728,201702,3,20,CYP
2729,201701,1,20,LBN
2730,201503,1096,4063,FRA
2731,201605,18,110,MEX
2732,201505,334,1613,GRC
2733,201506,25,116,EST
2734,201805,4,20,MDA
2735,201503,28,122,AUS
2736,201603,14,47,POL
2737,201709,3,10,MCO
2738,201803,1,2,ZAF
2739,201806,947,4157,DEU
2740,201602,18,88,AUS
2741,201701,1,2,BWA
2742,201701,8,12,JOR
2743,201602,37,186,BGR
2744,201802,4,23,ARE
2745,201505,16,107,NOR
2746,201510,10,36,IRL
2747,201703,2,6,PRY
2748,201607,39,167,NLD
2749,201608,3,8,ISL
2750,201712,14,38,CHE
2751,201510,10,40,ZWE
2752,201504,2,10,HND
2753,201508,6,24,MDG
2754,201604,11,56,SRB
2755,201811,27,119,GRC
2756,201909,69,254,MLT
2757,201907,26,103,NGA
2758,201605,19,120,PRT
2759,201905,318,1399,FRA
2760,201503,2,4,NMR
2761,201907,10,50,PRK
2762,201809,2592,16091,
2763,201909,12,83,MEX
2764,202012,2,8,ZMB
